tweet_id_customer,author_id_customer,inbound_customer,created_at_customer,text_customer,response_tweet_id_customer,in_response_to_tweet_id_customer,tweet_id_brand,author_id_brand,inbound_brand,created_at_brand,text_brand,response_tweet_id_brand,in_response_to_tweet_id_brand,customer_text_clean,brand_text_clean,cluster
934449,341663,True,Sun Oct 22 01:56:30 +0000 2017,@AppleSupport Why does it not work from the control centre? Really inconvenient. I don’t use Siri.,934451,934448,934451,AppleSupport,False,Sun Oct 22 03:42:27 +0000 2017,@341663 Our article at https://t.co/G7BHuQnDS6 covers the designed use of those functions in Control Center. Have more questions? DM us: https://t.co/GDrqU22YpT,,934449,Why does it not work from the control centre? Really inconvenient. I don’t use Siri.,Our article at covers the designed use of those functions in Control Center. Have more questions? DM us:,0
2345983,678364,True,Mon Nov 13 17:35:32 +0000 2017,"@AppleSupport Yes every time I get a notification, when I mark it as read it still shows in my emails as unread",2345985,2345982,2345985,AppleSupport,False,Mon Nov 13 18:36:00 +0000 2017,"@678364 What Apple device are you using with Mail, and do you mark as read from the notification or the app itself?",2345986,2345983,"Yes every time I get a notification, when I mark it as read it still shows in my emails as unread","What Apple device are you using with Mail, and do you mark as read from the notification or the app itself?",10
2747356,469033,True,Mon Nov 20 22:27:52 +0000 2017,"@AppleSupport Neither. Directly from the device with windows 10 option to import pictures, which has always worked until a few weeks ago...",2747354,2747360,2747354,AppleSupport,False,Mon Nov 20 22:39:28 +0000 2017,@469033 Understood. Let us know if you're able to import your photos using our article and steps here: https://t.co/KSr0Br9YuG,2747355,2747356,"Neither. Directly from the device with windows 10 option to import pictures, which has always worked until a few weeks ago...",Understood. Let us know if you're able to import your photos using our article and steps here:,9
2410137,587296,True,Sun Nov 26 21:18:31 +0000 2017,"@AppleSupport Yes, both! I'm not getting an error, it just doesn't download. Every once in a while it will ask me to log into itunes again and verify with fingerprint,but then it just thinks forever and nothing happens until it asks me again",2410139,2410136,2410139,AppleSupport,False,Sun Nov 26 21:24:56 +0000 2017,@587296 Thanks for clarifying that. Send us a DM. We'd like a closer look into this. https://t.co/GDrqU22YpT,,2410137,"Yes, both! I'm not getting an error, it just doesn't download. Every once in a while it will ask me to log into itunes again and verify with fingerprint,but then it just thinks forever and nothing happens until it asks me again",Thanks for clarifying that. Send us a DM. We'd like a closer look into this.,6
1546730,478952,True,Sun Nov 12 16:08:55 +0000 2017,"@AppleSupport The phone is glitchy when using apps such as Instagram, Twitter and Strava. It freezes and won’t do anything all resulting in me having to wait over 30’s for it to unfreeze. It’s being doing this after every update since iOS 11.",1546732,1546729,1546732,AppleSupport,False,Sun Nov 12 18:59:00 +0000 2017,"@478952 Whenever the iPhone doesn't respond, does it ever restart at all to an Apple Logo?",1546733,1546730,"The phone is glitchy when using apps such as Instagram, Twitter and Strava. It freezes and won’t do anything all resulting in me having to wait over 30’s for it to unfreeze. It’s being doing this after every update since iOS 11.","Whenever the iPhone doesn't respond, does it ever restart at all to an Apple Logo?",3
1709201,517906,True,Tue Nov 07 01:41:58 +0000 2017,@AppleSupport Thank you. I did all of these and no dice. I’m using an iPhone 8.,1709203,1709200,1709203,AppleSupport,False,Tue Nov 07 02:34:57 +0000 2017,@517906 Let's take a closer look. Please DM us the version of iOS you're using and we can go from there. https://t.co/GDrqU22YpT,1709204,1709201,Thank you. I did all of these and no dice. I’m using an iPhone 8.,Let's take a closer look. Please DM us the version of iOS you're using and we can go from there.,2
958887,347510,True,Sat Oct 21 23:20:14 +0000 2017,@AppleSupport I eagerly await your response to the vampiric iOS update.,958886,958888,958886,AppleSupport,False,Sun Oct 22 01:36:00 +0000 2017,@347510 We've gotten your DM and will continue there.,,958887,I eagerly await your response to the vampiric iOS update.,We've gotten your DM and will continue there.,1
90532,135590,True,Thu Nov 30 15:09:08 +0000 2017,"@AppleSupport That last message was directed at @122232, I’ve spoken to Apple Support who were great and are investigating for me.",90534,90531,90534,AppleSupport,False,Thu Nov 30 16:01:29 +0000 2017,"@135590 OK perfect, happy to see! We just wanted to ensure you had a resolution! Feel free to reach out if we can be any further assistance. Our office hours are 7 days a week, from 5AM - 8PM PDT. If you contact us after business hours, we'll respond the following day.",,90532,"That last message was directed at , I’ve spoken to Apple Support who were great and are investigating for me.","OK perfect, happy to see! We just wanted to ensure you had a resolution! Feel free to reach out if we can be any further assistance. Our office hours are 7 days a week, from 5AM - 8PM PDT. If you contact us after business hours, we'll respond the following day.",2
1588242,602217,True,Mon Nov 06 23:23:31 +0000 2017,@AppleSupport Can I know who’s responsible for what happens to me today I lost all my data and all my photos due to the last update you released.,"2036867,2036865",1588183,2036865,AppleSupport,False,Tue Nov 07 00:08:29 +0000 2017,@602217 That's certainly not what we like to hear and we'd like to see if we can help. Reach out to us via DM with more details. https://t.co/GDrqU22YpT,2036866,1588242,Can I know who’s responsible for what happens to me today I lost all my data and all my photos due to the last update you released.,That's certainly not what we like to hear and we'd like to see if we can help. Reach out to us via DM with more details.,5
1141003,388580,True,Tue Oct 24 15:13:20 +0000 2017,"@AppleSupport Euhm OK, but this is Support. I’m reporting something that is probably a bug in the software. Is GetSupport the dfirst logical step??",1141002,1141004,1141002,AppleSupport,False,Tue Oct 24 15:42:26 +0000 2017,@388580 We handle most issues through Twitter but we have a dedicated team for Keynote that will be able to help you with your issue.,,1141003,"Euhm OK, but this is Support. I’m reporting something that is probably a bug in the software. Is GetSupport the dfirst logical step??",We handle most issues through Twitter but we have a dedicated team for Keynote that will be able to help you with your issue.,5
306961,189291,True,Fri Oct 06 23:58:19 +0000 2017,@AppleSupport The most recent iOS and a screenshot of what keeps happening.,306964,306959,306964,AppleSupport,False,Sat Oct 07 03:01:00 +0000 2017,@189291 Thanks for the screenshot. Please send us a DM and we can chat with you there. https://t.co/GDrqU22YpT,,306961,The most recent iOS and a screenshot of what keeps happening.,Thanks for the screenshot. Please send us a DM and we can chat with you there.,1
2728285,764997,True,Mon Nov 20 14:20:27 +0000 2017,"@AppleSupport It’s an iPhone 6. Running 11.1.2. I’ve done all those tips some time ago and my battery life is still horrendous! This has only been an issue since I upgraded to iOS 11, I had no battery issues on iOS 10, literally the day I upgraded I started to suffer.",2728287,2728284,2728287,AppleSupport,False,Mon Nov 20 15:08:26 +0000 2017,@764997 Thanks for those details. We'd like to gather some additional information about your iPhone 6. Join us in DM with your current location and we'll continue there. https://t.co/GDrqU22YpT,2728288,2728285,"It’s an iPhone 6. Running 11.1.2. I’ve done all those tips some time ago and my battery life is still horrendous! This has only been an issue since I upgraded to iOS 11, I had no battery issues on iOS 10, literally the day I upgraded I started to suffer.",Thanks for those details. We'd like to gather some additional information about your iPhone 6. Join us in DM with your current location and we'll continue there.,8
105338,139262,True,Thu Nov 30 18:36:23 +0000 2017,@AppleSupport I am using an iPhone 8 Plus and iOS 11.1.2,105340,105337,105340,AppleSupport,False,Thu Nov 30 18:48:26 +0000 2017,"@139262 Got it, thanks. While automatic playback is expected is your vehicles firmware up to date? There might be additional settings there you can adjust. Let us know in a DM and we'll continue. https://t.co/GDrqU22YpT",,105338,I am using an iPhone 8 Plus and iOS 11.1.2,"Got it, thanks. While automatic playback is expected is your vehicles firmware up to date? There might be additional settings there you can adjust. Let us know in a DM and we'll continue.",1
1657204,505644,True,Mon Nov 06 03:09:39 +0000 2017,@AppleSupport Wow thanks! It's a 13 inch with touchstrip running 10.12.5 A mechanical jolt actually returned keyboard function (for now).,1657203,1657205,1657203,AppleSupport,False,Mon Nov 06 04:12:29 +0000 2017,"@505644 Great! Feel free to DM us if you have any other issues, we'll be here. https://t.co/GDrqU22YpT",,1657204,Wow thanks! It's a 13 inch with touchstrip running 10.12.5 A mechanical jolt actually returned keyboard function (for now).,"Great! Feel free to DM us if you have any other issues, we'll be here.",5
2271660,660897,True,Mon Nov 20 19:57:27 +0000 2017,@AppleSupport I have an iPhone 6s and it’s fully updated. This has been happening for months.,2271659,2271661,2271659,AppleSupport,False,Mon Nov 20 20:13:00 +0000 2017,"@660897 Receiving notifications can be pretty important at times. Let's get check on some settings. Try the steps under, 'If you don't see notifications for a specific app,' with this link: https://t.co/2txgOv5s2M",2271658,2271660,I have an iPhone 6s and it’s fully updated. This has been happening for months.,"Receiving notifications can be pretty important at times. Let's get check on some settings. Try the steps under, 'If you don't see notifications for a specific app,' with this link:",2
2512355,716015,True,Wed Nov 15 22:58:22 +0000 2017,"@AppleSupport Yes. So my issue is how do I take that first keyboard that you saw off. Every time I got to text it pops up and I just want it gone. Also, when I just click the keyboard arrow once everything else stays capitalize. It suppose to just capitalize one letter. https://t.co/tz0jg1s3aI",2512357,2512354,2512357,AppleSupport,False,Thu Nov 16 00:01:30 +0000 2017,"@716015 Let's meet up in DM, so we can take a closer look. Send us a message using the link below. https://t.co/GDrqU22YpT",,2512355,"Yes. So my issue is how do I take that first keyboard that you saw off. Every time I got to text it pops up and I just want it gone. Also, when I just click the keyboard arrow once everything else stays capitalize. It suppose to just capitalize one letter.","Let's meet up in DM, so we can take a closer look. Send us a message using the link below.",10
2206984,201222,True,Thu Oct 19 21:23:04 +0000 2017,"@AppleSupport thanks Apple,it’s this game @74681 ,the documents and data keeps going up when i play it.its weird it might not be an iphone problem",2206988,2206983,2206988,AppleSupport,False,Thu Oct 19 21:53:00 +0000 2017,@201222 Let's meet up in DM so we can take a look into these issues further. https://t.co/GDrqU22YpT,2206989,2206984,"thanks Apple,it’s this game ,the documents and data keeps going up when i play it.its weird it might not be an iphone problem",Let's meet up in DM so we can take a look into these issues further.,2
249059,175174,True,Thu Oct 05 16:39:40 +0000 2017,"@AppleSupport I hadn’t seen this tweet. Ok, iOS 11 is really bad, at least on my phone. Are you working to solve this shit? Thanks!",249061,249058,249061,AppleSupport,False,Thu Oct 05 17:32:00 +0000 2017,@175174 What kind of issues are you seeing with iOS 11 on your iPhone? Let us know in DM to get started. https://t.co/GDrqU2kzhr,,249059,"I hadn’t seen this tweet. Ok, iOS 11 is really bad, at least on my phone. Are you working to solve this shit? Thanks!",What kind of issues are you seeing with iOS 11 on your iPhone? Let us know in DM to get started.,1
125786,144223,True,Fri Nov 24 03:20:15 +0000 2017,"@AppleSupport No, these are all the options in the general spot. Siri settings also do not appear in search. https://t.co/MPmatsc320",125787,125784,125787,AppleSupport,False,Fri Nov 24 03:30:27 +0000 2017,"@144223 You mentioned wanting to use Siri only on your Apple Watch, is that right? To be sure we understand, do you have Siri disabled on the paired iPhone right now?",125788,125786,"No, these are all the options in the general spot. Siri settings also do not appear in search.","You mentioned wanting to use Siri only on your Apple Watch, is that right? To be sure we understand, do you have Siri disabled on the paired iPhone right now?",9
63455,130561,True,Thu Nov 30 18:09:35 +0000 2017,@AppleSupport 11.0.2 is newest version according to my updated itunes. all apps are updated,63457,63454,63457,AppleSupport,False,Thu Nov 30 18:23:33 +0000 2017,@130561 Thanks for that info. The iOS version that we released recently is iOS 11.1.2. Try updating using your iPhone itself and let us know if you're able to update. We also encourage a backup before just in case. Let us know if you still experience that afterwards in DM. https://t.co/GDrqU22YpT,63458,63455,11.0.2 is newest version according to my updated itunes. all apps are updated,Thanks for that info. The iOS version that we released recently is iOS 11.1.2. Try updating using your iPhone itself and let us know if you're able to update. We also encourage a backup before just in case. Let us know if you still experience that afterwards in DM.,7
999957,531426,True,Sun Nov 05 09:13:41 +0000 2017,@AppleSupport You created bad batteries for the iPhone so people could keep changing their iPhones every year,"1767340,1767335",999856,1767340,AppleSupport,False,Sun Nov 05 17:18:30 +0000 2017,"@531426 If you're having any issues with the battery on your iPhone, we'd love to assist. Just send us a DM, and we'll be happy to help. https://t.co/GDrqU22YpT",,999957,You created bad batteries for the iPhone so people could keep changing their iPhones every year,"If you're having any issues with the battery on your iPhone, we'd love to assist. Just send us a DM, and we'll be happy to help.",8
222954,169248,True,Thu Oct 05 05:29:05 +0000 2017,"@AppleSupport I think I got it figured out, figured out how to do recovery mode, gonna try that but if it doesn’t work I will message y’all. Thanks",222956,222953,222956,AppleSupport,False,Thu Oct 05 13:10:54 +0000 2017,"@169248 OK, sounds good. Please let us know if you need any further assistance.",,222954,"I think I got it figured out, figured out how to do recovery mode, gonna try that but if it doesn’t work I will message y’all. Thanks","OK, sounds good. Please let us know if you need any further assistance.",11
253467,176252,True,Thu Oct 05 17:52:03 +0000 2017,@AppleSupport Very often especially when i try to text. The keyboard lags so bad before it starts typing,253469,253466,253469,AppleSupport,False,Thu Oct 05 18:36:00 +0000 2017,@176252 Thanks for letting us know. Please DM us so that we can continue troubleshooting together. https://t.co/GDrqU2kzhr,,253467,Very often especially when i try to text. The keyboard lags so bad before it starts typing,Thanks for letting us know. Please DM us so that we can continue troubleshooting together.,10
2306479,669119,True,Thu Oct 19 21:23:34 +0000 2017,@AppleSupport I knew I could count on you apple pals. iPhone SE 11.0.3,2306481,2306478,2306481,AppleSupport,False,Thu Oct 19 21:56:00 +0000 2017,@669119 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,,2306479,I knew I could count on you apple pals. iPhone SE 11.0.3,We are here for you. Let's take a look at this further for you. Reach out to us in DM.,1
1068850,372233,True,Mon Oct 23 16:16:10 +0000 2017,@AppleSupport I always have my Bluetooth turned off but after iOS 11 it automatically turns on and turns my car stereo on everytime I start my car,1068851,1068849,1068851,AppleSupport,False,Mon Oct 23 16:43:01 +0000 2017,@372233 Have you had a chance to review the article that was provided? Please let us know.,1068852,1068850,I always have my Bluetooth turned off but after iOS 11 it automatically turns on and turns my car stereo on everytime I start my car,Have you had a chance to review the article that was provided? Please let us know.,0
2381393,686593,True,Tue Nov 21 22:28:14 +0000 2017,"@AppleSupport I can't redownload either. I've tried, iTunes won't do it. It won't log me into my acct. Also, that doesn't solve the problem of the non iTunes purchased music. Is it because of the version of Windows I have?",2381392,2381394,2381392,AppleSupport,False,Tue Nov 21 22:40:27 +0000 2017,@686593 Let's take a closer look. Let us know if you're able to log into your Apple ID on the Apple ID website in DM. https://t.co/GDrqU2kzhr,,2381393,"I can't redownload either. I've tried, iTunes won't do it. It won't log me into my acct. Also, that doesn't solve the problem of the non iTunes purchased music. Is it because of the version of Windows I have?",Let's take a closer look. Let us know if you're able to log into your Apple ID on the Apple ID website in DM.,6
2202116,643968,True,Thu Oct 19 19:57:45 +0000 2017,"@AppleSupport As stated previously, I don’t recall which version I had b4 the current download. I download new versions when I receive notification.",2202118,2202115,2202118,AppleSupport,False,Thu Oct 19 20:19:36 +0000 2017,@643968 Let's take things to DM from here for our next steps to look into this. https://t.co/GDrqU22YpT,,2202116,"As stated previously, I don’t recall which version I had b4 the current download. I download new versions when I receive notification.",Let's take things to DM from here for our next steps to look into this.,9
1122193,384682,True,Sat Oct 14 13:30:16 +0000 2017,@AppleSupport Plz the clear  this solution or if not possible  then change my iphone its up to yu,1122195,1122191,1122195,AppleSupport,False,Sat Oct 14 15:05:35 +0000 2017,"@384682 We'd be glad to look into this with you further. Meet us in DM with your iPhone model and iOS version, and we'll get started. https://t.co/GDrqU22YpT",1122196,1122193,Plz the clear this solution or if not possible then change my iphone its up to yu,"We'd be glad to look into this with you further. Meet us in DM with your iPhone model and iOS version, and we'll get started.",2
291807,185490,True,Fri Oct 06 14:36:26 +0000 2017,@AppleSupport The app I used in the video is Concepts. Also latest version. The dev from them replied to me saying it's caused by IOS 11. :/,292361,291806,292361,AppleSupport,False,Fri Oct 06 16:43:32 +0000 2017,@185490 We'd like to take a further look at this with you. Please meet us in DM. https://t.co/GDrqU22YpT,,291807,The app I used in the video is Concepts. Also latest version. The dev from them replied to me saying it's caused by IOS 11. :/,We'd like to take a further look at this with you. Please meet us in DM.,1
188490,160235,True,Thu Oct 05 17:57:10 +0000 2017,@AppleSupport Yes this didn’t start until after I updated my phone to the iOS 11,188491,188489,188491,AppleSupport,False,Thu Oct 05 18:37:55 +0000 2017,"@160235 Let's be sure we cover all the steps in this article: https://t.co/fUZ0NRrVNN 
DM us and let us know how it goes. https://t.co/GDrqU2kzhr",,188490,Yes this didn’t start until after I updated my phone to the iOS 11,Let's be sure we cover all the steps in this article: DM us and let us know how it goes.,1
2342986,677656,True,Mon Nov 13 15:27:46 +0000 2017,@AppleSupport Yes have done all updates. In the US. and closing every app as I use it. Yesterday my phone went from 35% charged to dead in 12 mins. And all I was doing was texting. this just started happening w the 11.x updates,2342988,2342985,2342988,AppleSupport,False,Mon Nov 13 16:36:52 +0000 2017,"@677656 Got it. Check out the following link and let us know if your current settings align: https://t.co/bivpdfBNJ6 If not, let's make those recommended adjustments and let us know the result in DM: https://t.co/GDrqU22YpT",,2342986,Yes have done all updates. In the US. and closing every app as I use it. Yesterday my phone went from 35% charged to dead in 12 mins. And all I was doing was texting. this just started happening w the 11.x updates,"Got it. Check out the following link and let us know if your current settings align: If not, let's make those recommended adjustments and let us know the result in DM:",8
2355062,652239,True,Mon Nov 13 18:26:25 +0000 2017,@AppleSupport Thanks! How do I get push notifications for updates?,2355060,2355063,2355060,AppleSupport,False,Mon Nov 13 19:15:30 +0000 2017,"@652239 If an update is available, you should receive them automatically.",2355061,2355062,Thanks! How do I get push notifications for updates?,"If an update is available, you should receive them automatically.",9
848317,148691,True,Fri Oct 20 12:30:46 +0000 2017,"@AppleSupport /3 and settings, repeatedly. Why? Why did you do this?",848313,848318,848313,AppleSupport,False,Fri Oct 20 14:55:01 +0000 2017,@148691 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,"848314,848315,848316",848317,"/3 and settings, repeatedly. Why? Why did you do this?",Let's look into that. Send us a DM and we'll go from there.,11
2729066,765168,True,Mon Nov 20 15:26:59 +0000 2017,@AppleSupport Yes I’m toggling the WiFi and Bluetooth from the Control Center. Even though I’m not toggling it. It automatically switches itself.,2729068,2729065,2729068,AppleSupport,False,Mon Nov 20 15:51:00 +0000 2017,"@765168 In iOS 11 and later, when you tap the Wi-Fi &amp; Bluetooth icons in Control Center, your device will disconnect from Wi-Fi and Bluetooth accessories, but both features will still be available. Head into Settings &gt; Wi-Fi and Settings &gt; Bluetooth to toggle those features off.",,2729066,Yes I’m toggling the WiFi and Bluetooth from the Control Center. Even though I’m not toggling it. It automatically switches itself.,"In iOS 11 and later, when you tap the Wi-Fi &amp; Bluetooth icons in Control Center, your device will disconnect from Wi-Fi and Bluetooth accessories, but both features will still be available. Head into Settings &gt; Wi-Fi and Settings &gt; Bluetooth to toggle those features off.",4
57496,129044,True,Wed Nov 01 20:06:01 +0000 2017,@AppleSupport Works fine with WiFi which is why I tagged Verizon too.,57498,57495,57498,AppleSupport,False,Wed Nov 01 20:46:05 +0000 2017,@129044 Understood. Please move to DM with us and we'll check a few things out on our side. https://t.co/GDrqU22YpT,,57496,Works fine with WiFi which is why I tagged Verizon too.,Understood. Please move to DM with us and we'll check a few things out on our side.,4
612878,664726,True,Fri Nov 10 02:32:43 +0000 2017,@AppleSupport My phone has been dying really quick since the iPhone 8 came out and I was wonder what’s wrong with it,"2287944,2287945",612853,2287944,AppleSupport,False,Fri Nov 10 03:29:30 +0000 2017,@664726 We can work together and check out what's going on with your iPhone. What iPhone model do you own? Does iOS 11.1.1 show in Settings &gt; General &gt; About? How long does iPhone last from a full charge?,2287940,612878,My phone has been dying really quick since the iPhone 8 came out and I was wonder what’s wrong with it,We can work together and check out what's going on with your iPhone. What iPhone model do you own? Does iOS 11.1.1 show in Settings &gt; General &gt; About? How long does iPhone last from a full charge?,8
539989,245242,True,Sat Dec 02 16:39:56 +0000 2017,"@AppleSupport 11.1. also, I can't update. The phone is stuck on restoring from iCloud backup. It's been that way for hours. (See image underneath the pop-up) https://t.co/sYTgn8suRS","539991,539992",539988,539992,AppleSupport,False,Sat Dec 02 20:11:31 +0000 2017,@245242 We're glad to hear the issue is resolved. Feel free to reach out if you have any other questions or concerns. We're always here to help.,,539989,"11.1. also, I can't update. The phone is stuck on restoring from iCloud backup. It's been that way for hours. (See image underneath the pop-up)",We're glad to hear the issue is resolved. Feel free to reach out if you have any other questions or concerns. We're always here to help.,7
2643073,165241,True,Tue Oct 31 02:40:11 +0000 2017,@AppleSupport I have been trying to sort out the issue and you guys released 3 updates with same issue @116333,2643075,2643072,2643075,AppleSupport,False,Tue Oct 31 02:58:27 +0000 2017,@165241 We'd be glad to help troubleshoot. DM us and let us know if you would like to continue. https://t.co/GDrqU22YpT,"2643076,2643077",2643073,I have been trying to sort out the issue and you guys released 3 updates with same issue,We'd be glad to help troubleshoot. DM us and let us know if you would like to continue.,11
2306666,669173,True,Mon Nov 13 00:47:35 +0000 2017,"@AppleSupport I am using iphone 7 and ios 10.3.3 (i think there's no problem with the ios, because before that day i was able to send emails). Perhaps from yahoo server(smtp,etc)? Thanks.",2306668,2306665,2306668,AppleSupport,False,Mon Nov 13 01:22:32 +0000 2017,@669173 Are you able to send/receive email using the Yahoo website?,2306669,2306666,"I am using iphone 7 and ios 10.3.3 (i think there's no problem with the ios, because before that day i was able to send emails). Perhaps from yahoo server(smtp,etc)? Thanks.",Are you able to send/receive email using the Yahoo website?,2
2255490,656939,True,Fri Nov 10 21:57:14 +0000 2017,@AppleSupport I updated my phone yesterday. Everything still the same,2255489,2255491,2255489,AppleSupport,False,Sat Nov 11 00:04:27 +0000 2017,@656939 We'd like to look into this with you. DM us and we'll get started. https://t.co/GDrqU22YpT,,2255490,I updated my phone yesterday. Everything still the same,We'd like to look into this with you. DM us and we'll get started.,2
225102,169775,True,Sat Nov 25 02:04:41 +0000 2017,@AppleSupport I’ve backed it up from iTunes and also reset it from there too. MacBook Pro 13” 2013.,225100,225104,225100,AppleSupport,False,Sat Nov 25 02:24:26 +0000 2017,"@169775 After resetting your iPhone, does your music library reappear or do you manually re-create it?",225101,225102,I’ve backed it up from iTunes and also reset it from there too. MacBook Pro 13” 2013.,"After resetting your iPhone, does your music library reappear or do you manually re-create it?",6
2284178,347397,True,Fri Nov 10 22:28:41 +0000 2017,@AppleSupport My operating system is completely up-to-date. In fact...I didn’t have battery issues to this extent until after iOS 11 came out. Subsequent updates have done little to cure the problem,2284176,2284179,2284176,AppleSupport,False,Sat Nov 11 00:28:32 +0000 2017,"@347397 We understand your concern, and want to work with you to determine what’s responsible for consuming your power. Please meet us in DM to continue. https://t.co/GDrqU22YpT",2284177,2284178,My operating system is completely up-to-date. In fact...I didn’t have battery issues to this extent until after iOS 11 came out. Subsequent updates have done little to cure the problem,"We understand your concern, and want to work with you to determine what’s responsible for consuming your power. Please meet us in DM to continue.",8
1516182,471778,True,Sat Nov 04 05:27:23 +0000 2017,"@AppleSupport thanks @115948 only snag is, is there an option for a windows based PC to be able to update the artists profile, music, videos etc?",1516184,1516181,1516184,AppleSupport,False,Sat Nov 04 15:04:00 +0000 2017,"@471778 Absolutely. Using iTunes for Windows, hit Command + I (Info) for any song in your library to edit metadata.",1516185,1516182,"thanks only snag is, is there an option for a windows based PC to be able to update the artists profile, music, videos etc?","Absolutely. Using iTunes for Windows, hit Command + I (Info) for any song in your library to edit metadata.",6
1087791,376603,True,Sun Oct 29 19:09:11 +0000 2017,"@AppleSupport It’s ok rn, but happened when I updated the iOS 11",1087793,1087790,1087793,AppleSupport,False,Sun Oct 29 19:23:36 +0000 2017,@376603 Got it. Are you using an Apple Certified charger? What other issues are you seeing with your battery?,,1087791,"It’s ok rn, but happened when I updated the iOS 11",Got it. Are you using an Apple Certified charger? What other issues are you seeing with your battery?,1
829111,317437,True,Wed Nov 08 18:11:21 +0000 2017,@AppleSupport From what i notice my messages and snapchat,829110,829112,829110,AppleSupport,False,Wed Nov 08 19:17:00 +0000 2017,"@317437 By chance, do you currently have Do Not Disturb on or your Ring/Silent switch engaged?",829108,829111,From what i notice my messages and snapchat,"By chance, do you currently have Do Not Disturb on or your Ring/Silent switch engaged?",10
487881,231125,True,Fri Dec 01 20:51:29 +0000 2017,@AppleSupport It’s happen twice but will restart and see if that helps,487883,487880,487883,AppleSupport,False,Fri Dec 01 21:17:00 +0000 2017,"@231125 Thanks for trying that for us. If it shouldn’t do the trick, we suggest reaching out to Sprint. Visual Voicemail is a feature the iPhone supports but is managed by the carriers.",,487881,It’s happen twice but will restart and see if that helps,"Thanks for trying that for us. If it shouldn’t do the trick, we suggest reaching out to Sprint. Visual Voicemail is a feature the iPhone supports but is managed by the carriers.",11
1214551,405027,True,Wed Oct 25 16:24:23 +0000 2017,@AppleSupport Already read that article and done them and still don’t work,1214549,1214553,1214549,AppleSupport,False,Wed Oct 25 16:46:45 +0000 2017,"@405027 Okay, thanks. Meet us in DM to continue. https://t.co/GDrqU22YpT",1214550,1214551,Already read that article and done them and still don’t work,"Okay, thanks. Meet us in DM to continue.",5
2375286,679977,True,Tue Nov 14 02:17:13 +0000 2017,"@AppleSupport As an iphone 5 - you can imagine I've had this for a while, so Imessge was something that was well-traveled on this phone. :)",2375285,2375287,2375285,AppleSupport,False,Tue Nov 14 02:25:39 +0000 2017,"@679977 Has it shown the waiting for activation error for 24 hours or more consistently without you attempting to activate again? Does it show your date, time, and timezone correct in Settings &gt; &gt; General &gt; Date &amp; Time? DM the answer. https://t.co/GDrqU22YpT",,2375286,"As an iphone 5 - you can imagine I've had this for a while, so Imessge was something that was well-traveled on this phone. :)","Has it shown the waiting for activation error for 24 hours or more consistently without you attempting to activate again? Does it show your date, time, and timezone correct in Settings &gt; &gt; General &gt; Date &amp; Time? DM the answer.",10
188530,160247,True,Wed Oct 04 18:02:57 +0000 2017,@AppleSupport If it means anything your Tweets aren’t showing on my timeline only in my ‘mentions’!,188531,188529,188531,AppleSupport,False,Wed Oct 04 18:25:30 +0000 2017,"@160247 Are you using the native Twitter app? If so, please make sure it's the most up-to-date version. Let us know what you find out.",188532,188530,If it means anything your Tweets aren’t showing on my timeline only in my ‘mentions’!,"Are you using the native Twitter app? If so, please make sure it's the most up-to-date version. Let us know what you find out.",10
796555,309943,True,Thu Oct 12 14:58:12 +0000 2017,@AppleSupport I've recently set up a new MacBook and I'm not seeing those tabs on safari on my iPhone,796557,796554,796557,AppleSupport,False,Thu Oct 12 15:51:00 +0000 2017,@309943 Let's check these steps here to start: https://t.co/ndVVJFz9QY Let us know in DM if that still happens. https://t.co/GDrqU22YpT,,796555,I've recently set up a new MacBook and I'm not seeing those tabs on safari on my iPhone,Let's check these steps here to start: Let us know in DM if that still happens.,2
542292,245855,True,Sat Dec 02 18:35:00 +0000 2017,@AppleSupport Thank you. My phone is working perfectly now :),542294,542291,542294,AppleSupport,False,Sat Dec 02 20:43:00 +0000 2017,@245855 You're very welcome! We're happy to here that resolved the issue. Feel free to reach out to us again if you need us!,,542292,Thank you. My phone is working perfectly now :),You're very welcome! We're happy to here that resolved the issue. Feel free to reach out to us again if you need us!,2
1765089,530924,True,Tue Nov 07 22:27:27 +0000 2017,"@AppleSupport Hi, no i havent downloaded the latest version. Didn’t really think that would have had an effect on it. I can give it a try",1765091,1765088,1765091,AppleSupport,False,Tue Nov 07 23:17:29 +0000 2017,"@530924 No worries, updating is always a great step. There are some other recommendations here: https://t.co/XjQmi8bSfX https://t.co/GDrqU22YpT",1765092,1765089,"Hi, no i havent downloaded the latest version. Didn’t really think that would have had an effect on it. I can give it a try","No worries, updating is always a great step. There are some other recommendations here:",7
1569654,484139,True,Sat Nov 04 17:00:13 +0000 2017,@AppleSupport Thanks! No I haven’t done that update yet...will do it &amp; see if that fixes the issue...🤞🏼,1569656,1569653,1569656,AppleSupport,False,Sat Nov 04 20:51:00 +0000 2017,@484139 Excellent. Keep us posted. Take care.,1569657,1569654,Thanks! No I haven’t done that update yet...will do it &amp; see if that fixes the issue...🤞🏼,Excellent. Keep us posted. Take care.,11
